Seizoen,Speeldag,Datum,Tijdstip,Match_ID,Thuisploeg_stamnummer,Thuisploeg_roepnaam,Uitploeg_stamnummer,Uitploeg_roepnaam,Resultaat_Thuisploeg,Resultaat_Uitploeg
2009-2010,21,2009-12-30,20:30,988253,35,RSC Anderlecht,5381,SV Zulte Waregem,2,1
2009-2010,21,2009-12-30,20:30,988254,282,KSC Lokeren,3530,Germinal,2,0
2009-2010,21,2009-12-30,20:30,988255,25,KV Mechelen,22,R Charleroi SC,1,0
2009-2010,21,2009-12-30,20:30,988256,134,KSV Roeselare,7,KAA Gent,0,4
2009-2010,22,2010-01-15,20:30,988258,7,KAA Gent,19,KV Kortrijk,2,2
2009-2010,22,2010-01-16,20:00,988261,22,R Charleroi SC,322,KRC Genk,1,3
2009-2010,22,2010-01-16,20:00,988263,134,KSV Roeselare,25,KV Mechelen,1,2
2009-2010,22,2010-01-16,20:00,988260,373,Sint-Truidense VV,282,KSC Lokeren,2,1
2009-2010,22,2010-01-17,14:30,988265,16,Standard Luik,35,RSC Anderlecht,0,4
2009-2010,22,2010-01-17,18:00,988264,3530,Germinal,12,Cercle Brugge,1,4
2009-2010,22,2010-01-30,20:00,991985,3,Club Brugge,2024,KVC Westerlo,2,1
2009-2010,23,2010-01-23,20:00,991977,5381,SV Zulte Waregem,373,Sint-Truidense VV,2,0
2009-2010,23,2010-01-23,20:00,991979,282,KSC Lokeren,134,KSV Roeselare,1,4
2009-2010,23,2010-01-23,20:00,991980,19,KV Kortrijk,3530,Germinal,3,0
2009-2010,23,2010-01-23,20:00,991981,2024,KVC Westerlo,7,KAA Gent,0,0
2009-2010,23,2010-01-24,18:00,991982,25,KV Mechelen,16,Standard Luik,0,0
2009-2010,23,2010-01-24,20:30,991983,322,KRC Genk,3,Club Brugge,2,0
2009-2010,23,2010-02-24,20:30,991978,12,Cercle Brugge,22,R Charleroi SC,1,0
2009-2010,24,2010-01-29,20:30,991984,3530,Germinal,35,RSC Anderlecht,0,5
2009-2010,24,2010-01-30,20:00,991986,25,KV Mechelen,12,Cercle Brugge,1,2
2009-2010,24,2010-01-31,18:00,991989,7,KAA Gent,5381,SV Zulte Waregem,0,2
2009-2010,24,2010-01-31,20:30,991990,16,Standard Luik,19,KV Kortrijk,3,1
2009-2010,24,2010-02-03,20:30,988259,373,Sint-Truidense VV,2024,KVC Westerlo,0,1
2009-2010,24,2010-02-24,20:30,991988,134,KSV Roeselare,322,KRC Genk,1,1
2009-2010,24,2010-03-10,20:30,991987,22,R Charleroi SC,282,KSC Lokeren,4,1
2009-2010,25,2010-02-06,20:00,991991,35,RSC Anderlecht,373,Sint-Truidense VV,1,2
2009-2010,25,2010-02-06,20:00,991992,12,Cercle Brugge,134,KSV Roeselare,2,0
2009-2010,25,2010-02-06,20:00,991993,282,KSC Lokeren,25,KV Mechelen,2,1
2009-2010,25,2010-02-06,20:00,991994,2024,KVC Westerlo,3530,Germinal,1,1
2009-2010,25,2010-02-07,18:00,991995,5381,SV Zulte Waregem,3,Club Brugge,1,1
2009-2010,25,2010-02-07,20:30,991997,322,KRC Genk,16,Standard Luik,1,0
2009-2010,25,2010-02-07,20:30,991996,19,KV Kortrijk,22,R Charleroi SC,2,1
2009-2010,26,2010-02-13,20:00,992001,134,KSV Roeselare,19,KV Kortrijk,0,2
2009-2010,26,2010-02-14,18:00,992003,16,Standard Luik,2024,KVC Westerlo,1,0
2009-2010,26,2010-02-14,20:30,992004,7,KAA Gent,3,Club Brugge,1,1
2009-2010,26,2010-03-06,18:00,991998,22,R Charleroi SC,35,RSC Anderlecht,0,2
2009-2010,26,2010-03-06,20:00,991999,12,Cercle Brugge,282,KSC Lokeren,4,0
2009-2010,26,2010-03-07,18:00,992002,3530,Germinal,5381,SV Zulte Waregem,1,1
2009-2010,26,2010-03-07,20:30,992000,25,KV Mechelen,322,KRC Genk,2,1
2009-2010,27,2010-02-19,20:30,992005,322,KRC Genk,282,KSC Lokeren,3,1
2009-2010,27,2010-02-20,20:00,992006,5381,SV Zulte Waregem,134,KSV Roeselare,1,1
2009-2010,27,2010-02-20,20:00,992007,7,KAA Gent,373,Sint-Truidense VV,0,1
2009-2010,27,2010-02-20,20:00,992008,19,KV Kortrijk,12,Cercle Brugge,3,1
2009-2010,27,2010-02-20,20:00,992009,2024,KVC Westerlo,22,R Charleroi SC,4,0
2009-2010,27,2010-02-21,16:00,992010,3,Club Brugge,16,Standard Luik,2,1
2009-2010,27,2010-02-21,18:00,992011,35,RSC Anderlecht,25,KV Mechelen,2,0
2009-2010,28,2010-02-26,20:30,992012,3530,Germinal,7,KAA Gent,1,1
2009-2010,28,2010-02-27,20:00,992014,12,Cercle Brugge,322,KRC Genk,1,0
2009-2010,28,2010-02-27,20:00,992015,282,KSC Lokeren,2024,KVC Westerlo,1,0
2009-2010,28,2010-02-27,20:00,992016,25,KV Mechelen,19,KV Kortrijk,1,1
2009-2010,28,2010-02-28,18:00,992017,373,Sint-Truidense VV,3,Club Brugge,1,1
2009-2010,28,2010-02-28,20:30,992013,22,R Charleroi SC,5381,SV Zulte Waregem,0,0
2009-2010,28,2010-02-28,20:30,992018,134,KSV Roeselare,35,RSC Anderlecht,1,2
2009-2010,29,2010-03-14,20:00,1002453,3,Club Brugge,134,KSV Roeselare,1,0
2009-2010,29,2010-03-14,20:00,1002454,35,RSC Anderlecht,322,KRC Genk,2,0
2009-2010,29,2010-03-14,20:00,1002455,373,Sint-Truidense VV,3530,Germinal,2,0
2009-2010,29,2010-03-14,20:00,1002456,5381,SV Zulte Waregem,16,Standard Luik,1,1
2009-2010,29,2010-03-14,20:00,1002457,7,KAA Gent,22,R Charleroi SC,2,1
2009-2010,29,2010-03-14,20:00,1002458,19,KV Kortrijk,282,KSC Lokeren,3,1
2009-2010,29,2010-03-14,20:00,1002459,2024,KVC Westerlo,12,Cercle Brugge,2,1
2009-2010,30,2010-03-21,20:00,1002460,16,Standard Luik,7,KAA Gent,0,2
2009-2010,30,2010-03-21,20:00,1002461,322,KRC Genk,19,KV Kortrijk,1,1
2009-2010,30,2010-03-21,20:00,1002462,12,Cercle Brugge,373,Sint-Truidense VV,3,1
2009-2010,30,2010-03-21,20:00,1002463,282,KSC Lokeren,35,RSC Anderlecht,0,4
2009-2010,30,2010-03-21,20:00,1002464,25,KV Mechelen,5381,SV Zulte Waregem,2,1
2009-2010,30,2010-03-21,20:00,1002465,134,KSV Roeselare,2024,KVC Westerlo,0,0
2009-2010,30,2010-03-21,20:00,1002466,3530,Germinal,3,Club Brugge,1,4
2010-2011,1,2010-07-30,20:30,1030591,16,Standard Luik,5381,SV Zulte Waregem,1,1
2010-2011,1,2010-07-31,20:00,1030592,19,KV Kortrijk,3,Club Brugge,1,0
2010-2011,1,2010-07-31,20:00,1030593,25,KV Mechelen,282,KSC Lokeren,2,0
2010-2011,1,2010-07-31,20:00,1030595,35,RSC Anderlecht,4276,KAS Eupen,4,1
2010-2011,1,2010-07-31,20:00,1030596,373,Sint-Truidense VV,30,Lierse SK,1,0
2010-2011,1,2010-07-31,20:00,1042034,2024,KVC Westerlo,7,KAA Gent,0,1
2010-2011,1,2010-08-01,18:00,1030597,12,Cercle Brugge,22,R Charleroi SC,1,1
2010-2011,1,2010-08-01,20:30,1030598,322,KRC Genk,3530,Germinal,2,1
2010-2011,2,2010-08-06,20:30,1041650,30,Lierse SK,16,Standard Luik,1,4
2010-2011,2,2010-08-07,20:00,1041651,4276,KAS Eupen,2024,KVC Westerlo,0,1
2010-2011,2,2010-08-07,20:00,1041652,3,Club Brugge,373,Sint-Truidense VV,4,1
2010-2011,2,2010-08-07,20:00,1041653,5381,SV Zulte Waregem,25,KV Mechelen,1,2
2010-2011,2,2010-08-07,20:00,1041654,22,R Charleroi SC,35,RSC Anderlecht,0,0
2010-2011,2,2010-08-07,20:00,1041655,282,KSC Lokeren,19,KV Kortrijk,1,1
2010-2011,2,2010-08-08,18:00,1041657,7,KAA Gent,322,KRC Genk,0,4
2010-2011,2,2010-08-08,20:30,1041656,3530,Germinal,12,Cercle Brugge,0,0
2010-2011,3,2010-08-14,18:00,1042035,16,Standard Luik,282,KSC Lokeren,3,3
2010-2011,3,2010-08-14,20:00,1042036,35,RSC Anderlecht,3530,Germinal,4,0
2010-2011,3,2010-08-14,20:00,1042037,7,KAA Gent,4276,KAS Eupen,2,1
2010-2011,3,2010-08-14,20:00,1042038,19,KV Kortrijk,373,Sint-Truidense VV,2,0
2010-2011,3,2010-08-14,20:00,1042039,25,KV Mechelen,30,Lierse SK,1,0
2010-2011,3,2010-08-14,20:00,1042040,2024,KVC Westerlo,5381,SV Zulte Waregem,1,1
2010-2011,3,2010-08-15,18:00,1042041,322,KRC Genk,22,R Charleroi SC,5,0
2010-2011,3,2010-08-15,20:30,1042042,12,Cercle Brugge,3,Club Brugge,3,1
2010-2011,4,2010-08-20,20:30,1049112,373,Sint-Truidense VV,16,Standard Luik,1,0
2010-2011,4,2010-08-21,20:00,1049113,5381,SV Zulte Waregem,12,Cercle Brugge,4,0
2010-2011,4,2010-08-21,20:00,1049114,3530,Germinal,2024,KVC Westerlo,0,0
2010-2011,4,2010-08-21,20:00,1049115,282,KSC Lokeren,35,RSC Anderlecht,0,3
2010-2011,4,2010-08-21,20:00,1049116,30,Lierse SK,19,KV Kortrijk,1,2
2010-2011,4,2010-08-22,18:00,1049117,22,R Charleroi SC,7,KAA Gent,1,3
2010-2011,4,2010-08-22,20:30,1049118,3,Club Brugge,25,KV Mechelen,1,2
2010-2011,4,2010-08-22,20:30,1049119,4276,KAS Eupen,322,KRC Genk,1,4
2010-2011,5,2010-08-28,20:00,1049121,35,RSC Anderlecht,5381,SV Zulte Waregem,0,0
2010-2011,5,2010-08-28,20:00,1049122,16,Standard Luik,19,KV Kortrijk,1,0
2010-2011,5,2010-08-28,20:00,1049123,22,R Charleroi SC,4276,KAS Eupen,2,0
2010-2011,5,2010-08-28,20:00,1049124,25,KV Mechelen,373,Sint-Truidense VV,0,0
2010-2011,5,2010-08-28,20:00,1049125,12,Cercle Brugge,282,KSC Lokeren,1,1
2010-2011,5,2010-08-29,18:00,1049126,2024,KVC Westerlo,3,Club Brugge,1,2
2010-2011,5,2010-08-29,20:30,1049127,7,KAA Gent,3530,Germinal,1,0
2010-2011,5,2010-08-29,20:30,1049128,322,KRC Genk,30,Lierse SK,4,1
2010-2011,6,2010-09-10,20:30,1049129,373,Sint-Truidense VV,35,RSC Anderlecht,0,2
2010-2011,6,2010-09-11,20:00,1049130,5381,SV Zulte Waregem,4276,KAS Eupen,0,0
2010-2011,6,2010-09-11,20:00,1049131,16,Standard Luik,12,Cercle Brugge,2,0
2010-2011,6,2010-09-11,20:00,1049132,3530,Germinal,22,R Charleroi SC,1,0
2010-2011,6,2010-09-11,20:00,1049133,19,KV Kortrijk,25,KV Mechelen,1,0
2010-2011,6,2010-09-11,20:00,1049134,30,Lierse SK,7,KAA Gent,2,2
2010-2011,6,2010-09-12,18:00,1049135,3,Club Brugge,322,KRC Genk,2,2
2010-2011,6,2010-09-12,20:30,1049136,282,KSC Lokeren,2024,KVC Westerlo,3,1
2010-2011,7,2010-09-17,20:30,1049137,25,KV Mechelen,16,Standard Luik,1,0
2010-2011,7,2010-09-18,20:00,1049138,4276,KAS Eupen,3530,Germinal,0,1
2010-2011,7,2010-09-18,20:00,1049139,2024,KVC Westerlo,30,Lierse SK,2,0
2010-2011,7,2010-09-18,20:00,1049140,12,Cercle Brugge,373,Sint-Truidense VV,4,2
2010-2011,7,2010-09-18,20:00,1049143,322,KRC Genk,282,KSC Lokeren,3,1
2010-2011,7,2010-09-19,18:00,1049142,7,KAA Gent,5381,SV Zulte Waregem,5,3
2010-2011,7,2010-09-19,18:00,1049144,22,R Charleroi SC,3,Club Brugge,0,5
2010-2011,7,2010-09-19,21:00,1049141,35,RSC Anderlecht,19,KV Kortrijk,3,0
2010-2011,8,2010-09-21,20:30,1049147,373,Sint-Truidense VV,322,KRC Genk,0,2
2010-2011,8,2010-09-22,20:30,1049145,3,Club Brugge,4276,KAS Eupen,4,0
2010-2011,8,2010-09-22,20:30,1049146,16,Standard Luik,22,R Charleroi SC,2,1
2010-2011,8,2010-09-22,20:30,1049148,5381,SV Zulte Waregem,3530,Germinal,4,3
2010-2011,8,2010-09-22,20:30,1049149,282,KSC Lokeren,7,KAA Gent,3,2
2010-2011,8,2010-09-22,20:30,1049150,19,KV Kortrijk,2024,KVC Westerlo,1,2
2010-2011,8,2010-09-22,20:30,1049151,25,KV Mechelen,12,Cercle Brugge,2,2
2010-2011,8,2010-09-22,20:30,1049152,30,Lierse SK,35,RSC Anderlecht,1,1
2010-2011,9,2010-09-25,20:00,1055586,2024,KVC Westerlo,16,Standard Luik,1,2
2010-2011,9,2010-09-25,20:00,1055587,12,Cercle Brugge,19,KV Kortrijk,2,1
2010-2011,9,2010-09-25,20:00,1055582,7,KAA Gent,373,Sint-Truidense VV,2,0
2010-2011,9,2010-09-25,20:00,1055583,322,KRC Genk,5381,SV Zulte Waregem,3,0
2010-2011,9,2010-09-25,20:00,1055584,22,R Charleroi SC,30,Lierse SK,0,1
2010-2011,9,2010-09-25,20:00,1055585,4276,KAS Eupen,282,KSC Lokeren,0,1
2010-2011,9,2010-09-26,18:00,1055588,35,RSC Anderlecht,25,KV Mechelen,5,0
2010-2011,9,2010-09-26,20:30,1055589,3530,Germinal,3,Club Brugge,2,1
2010-2011,10,2010-10-01,20:30,1056120,25,KV Mechelen,322,KRC Genk,2,2
2010-2011,10,2010-10-02,20:00,1056121,30,Lierse SK,12,Cercle Brugge,0,1
2010-2011,10,2010-10-02,20:00,1056122,373,Sint-Truidense VV,2024,KVC Westerlo,1,2
2010-2011,10,2010-10-02,20:00,1056123,5381,SV Zulte Waregem,22,R Charleroi SC,1,1
2010-2011,10,2010-10-02,20:00,1056124,282,KSC Lokeren,3530,Germinal,1,0
2010-2011,10,2010-10-02,20:00,1056125,19,KV Kortrijk,4276,KAS Eupen,3,1
2010-2011,10,2010-10-03,15:30,1056126,3,Club Brugge,7,KAA Gent,3,2
2010-2011,10,2010-10-03,18:00,1056127,16,Standard Luik,35,RSC Anderlecht,5,1
2010-2011,11,2010-10-15,20:30,1058849,5381,SV Zulte Waregem,3,Club Brugge,2,3
2010-2011,11,2010-10-16,20:00,1058850,2024,KVC Westerlo,25,KV Mechelen,1,1
2010-2011,11,2010-10-16,20:00,1058851,22,R Charleroi SC,282,KSC Lokeren,1,2
2010-2011,11,2010-10-16,20:00,1058852,4276,KAS Eupen,373,Sint-Truidense VV,6,0
2010-2011,11,2010-10-16,20:00,1058853,7,KAA Gent,19,KV Kortrijk,2,0
2010-2011,11,2010-10-16,20:00,1058854,3530,Germinal,30,Lierse SK,1,1
2010-2011,11,2010-10-17,18:00,1058855,322,KRC Genk,16,Standard Luik,4,2
2010-2011,11,2010-10-17,20:30,1058856,12,Cercle Brugge,35,RSC Anderlecht,1,0
2010-2011,12,2010-10-22,20:30,1059706,19,KV Kortrijk,322,KRC Genk,1,0
2010-2011,12,2010-10-23,20:00,1059707,25,KV Mechelen,3530,Germinal,5,1
2010-2011,12,2010-10-23,20:00,1059708,30,Lierse SK,5381,SV Zulte Waregem,0,0
2010-2011,12,2010-10-23,20:00,1059709,12,Cercle Brugge,4276,KAS Eupen,2,1
2010-2011,12,2010-10-23,20:00,1059710,373,Sint-Truidense VV,22,R Charleroi SC,3,2
2010-2011,12,2010-10-24,18:00,1059711,16,Standard Luik,7,KAA Gent,2,1
2010-2011,12,2010-10-24,20:30,1059712,35,RSC Anderlecht,2024,KVC Westerlo,2,0
2010-2011,12,2010-10-24,20:30,1059713,282,KSC Lokeren,3,Club Brugge,1,0
2010-2011,13,2010-10-29,20:30,1061067,22,R Charleroi SC,19,KV Kortrijk,0,0
2010-2011,13,2010-10-30,20:00,1061068,7,KAA Gent,25,KV Mechelen,3,1
2010-2011,13,2010-10-30,20:00,1061069,3530,Germinal,373,Sint-Truidense VV,0,0
2010-2011,13,2010-10-30,20:00,1061070,5381,SV Zulte Waregem,282,KSC Lokeren,1,1
2010-2011,13,2010-10-30,20:00,1061071,4276,KAS Eupen,30,Lierse SK,2,2
2010-2011,13,2010-10-30,20:00,1061072,2024,KVC Westerlo,12,Cercle Brugge,2,1
2010-2011,13,2010-10-31,15:30,1061073,3,Club Brugge,16,Standard Luik,2,2
2010-2011,13,2010-10-31,18:00,1061074,322,KRC Genk,35,RSC Anderlecht,1,2
2010-2011,14,2010-11-05,20:30,1061084,2024,KVC Westerlo,322,KRC Genk,1,1
2010-2011,14,2010-11-06,20:00,1061085,16,Standard Luik,4276,KAS Eupen,1,3
2010-2011,14,2010-11-06,20:00,1061086,373,Sint-Truidense VV,5381,SV Zulte Waregem,0,3
2010-2011,14,2010-11-06,20:00,1061087,19,KV Kortrijk,3530,Germinal,4,0
2010-2011,14,2010-11-06,20:00,1061088,25,KV Mechelen,22,R Charleroi SC,2,0
2010-2011,14,2010-11-06,20:00,1061089,30,Lierse SK,282,KSC Lokeren,2,2
2010-2011,14,2010-11-07,18:00,1061090,35,RSC Anderlecht,3,Club Brugge,2,2
2010-2011,14,2010-11-07,20:30,1061091,12,Cercle Brugge,7,KAA Gent,0,1
2010-2011,15,2010-11-13,20:00,1061092,3,Club Brugge,30,Lierse SK,2,0
2010-2011,15,2010-11-13,20:00,1061093,322,KRC Genk,12,Cercle Brugge,3,0
2010-2011,15,2010-11-13,20:00,1061094,3530,Germinal,16,Standard Luik,0,1
2010-2011,15,2010-11-13,20:00,1061095,22,R Charleroi SC,2024,KVC Westerlo,0,1
2010-2011,15,2010-11-13,20:00,1061096,282,KSC Lokeren,373,Sint-Truidense VV,3,0
2010-2011,15,2010-11-14,18:00,1061098,7,KAA Gent,35,RSC Anderlecht,1,2
2010-2011,15,2010-11-14,20:30,1061099,5381,SV Zulte Waregem,19,KV Kortrijk,1,1
2010-2011,15,2011-01-18,20:30,1063828,4276,KAS Eupen,25,KV Mechelen,0,1
2010-2011,16,2010-11-20,18:00,1064484,3530,Germinal,35,RSC Anderlecht,0,1
2010-2011,16,2010-11-20,20:00,1063714,30,Lierse SK,373,Sint-Truidense VV,1,2
2010-2011,16,2010-11-20,20:00,1063710,4276,KAS Eupen,19,KV Kortrijk,3,1
2010-2011,16,2010-11-20,20:00,1063711,7,KAA Gent,2024,KVC Westerlo,4,4
2010-2011,16,2010-11-20,20:00,1063712,22,R Charleroi SC,322,KRC Genk,1,3
2010-2011,16,2010-11-20,20:00,1063713,282,KSC Lokeren,25,KV Mechelen,3,1
2010-2011,16,2010-11-21,18:00,1063715,5381,SV Zulte Waregem,16,Standard Luik,2,0
2010-2011,16,2010-11-21,20:30,1063716,3,Club Brugge,12,Cercle Brugge,0,1
2010-2011,17,2010-11-26,20:30,1066246,322,KRC Genk,7,KAA Gent,1,2
2010-2011,17,2010-11-27,20:00,1066247,35,RSC Anderlecht,22,R Charleroi SC,4,1
2010-2011,17,2010-11-27,20:00,1066248,16,Standard Luik,30,Lierse SK,7,0
2010-2011,17,2010-11-27,20:00,1066250,2024,KVC Westerlo,4276,KAS Eupen,1,1
2010-2011,17,2010-11-27,20:00,1066696,12,Cercle Brugge,3530,Germinal,1,1
2010-2011,17,2010-11-28,18:00,1066252,373,Sint-Truidense VV,3,Club Brugge,2,1
2010-2011,17,2010-11-28,20:30,1066253,25,KV Mechelen,5381,SV Zulte Waregem,0,0
2010-2011,17,2011-01-18,20:30,1066249,19,KV Kortrijk,282,KSC Lokeren,0,0
2010-2011,18,2010-12-03,20:30,1066254,282,KSC Lokeren,16,Standard Luik,2,1
2010-2011,18,2010-12-04,20:00,1066256,4276,KAS Eupen,7,KAA Gent,0,3
2010-2011,18,2010-12-04,20:00,1066258,373,Sint-Truidense VV,19,KV Kortrijk,1,0
2010-2011,18,2010-12-05,18:00,1066259,5381,SV Zulte Waregem,35,RSC Anderlecht,1,2
2010-2011,18,2010-12-05,18:00,1066260,3,Club Brugge,2024,KVC Westerlo,4,3
2010-2011,18,2010-12-05,20:30,1066261,3530,Germinal,322,KRC Genk,0,1
2010-2011,18,2011-02-15,20:30,1068158,30,Lierse SK,25,KV Mechelen,2,1
2010-2011,18,2011-03-23,20:30,1068159,22,R Charleroi SC,12,Cercle Brugge,0,3
2010-2011,19,2010-12-10,20:30,1068160,25,KV Mechelen,3,Club Brugge,0,1
2010-2011,19,2010-12-11,20:00,1068161,16,Standard Luik,373,Sint-Truidense VV,1,0
2010-2011,19,2010-12-11,20:00,1068162,7,KAA Gent,22,R Charleroi SC,2,1
2010-2011,19,2010-12-11,20:00,1068163,322,KRC Genk,4276,KAS Eupen,5,1
2010-2011,19,2010-12-11,20:00,1068164,2024,KVC Westerlo,3530,Germinal,1,1
2010-2011,19,2010-12-11,20:00,1068165,12,Cercle Brugge,5381,SV Zulte Waregem,1,3
2010-2011,19,2010-12-12,18:00,1068166,35,RSC Anderlecht,282,KSC Lokeren,0,0
2010-2011,19,2010-12-12,20:30,1068167,19,KV Kortrijk,30,Lierse SK,3,1
2010-2011,20,2010-12-17,20:30,1069457,19,KV Kortrijk,16,Standard Luik,2,1
2010-2011,20,2010-12-18,20:00,1069458,30,Lierse SK,322,KRC Genk,1,1
2010-2011,20,2010-12-18,20:00,1069459,4276,KAS Eupen,22,R Charleroi SC,1,0
2010-2011,20,2010-12-18,20:00,1069461,5381,SV Zulte Waregem,2024,KVC Westerlo,2,0
2010-2011,20,2010-12-19,13:00,1069463,3,Club Brugge,35,RSC Anderlecht,0,2
2010-2011,20,2011-02-02,20:30,1076637,282,KSC Lokeren,12,Cercle Brugge,2,1
2010-2011,20,2011-02-16,20:30,1069464,3530,Germinal,7,KAA Gent,2,2
2010-2011,20,2011-02-23,20:30,1069460,373,Sint-Truidense VV,25,KV Mechelen,0,1
2010-2011,21,2010-12-26,13:00,1069959,12,Cercle Brugge,16,Standard Luik,1,0
2010-2011,21,2010-12-26,18:00,1069960,7,KAA Gent,3,Club Brugge,0,2
2010-2011,21,2010-12-26,20:30,1069961,35,RSC Anderlecht,30,Lierse SK,6,0
2010-2011,21,2011-02-02,20:30,1069962,4276,KAS Eupen,5381,SV Zulte Waregem,0,2
2010-2011,21,2011-02-02,20:30,1069963,22,R Charleroi SC,3530,Germinal,2,0
2010-2011,21,2011-02-02,20:30,1069964,25,KV Mechelen,19,KV Kortrijk,1,0
2010-2011,21,2011-02-02,20:30,1069966,322,KRC Genk,373,Sint-Truidense VV,1,1
2010-2011,21,2011-02-16,20:30,1069965,2024,KVC Westerlo,282,KSC Lokeren,1,2
2010-2011,22,2010-12-29,18:00,1070807,19,KV Kortrijk,35,RSC Anderlecht,0,2
2010-2011,22,2010-12-29,20:30,1070808,3530,Germinal,4276,KAS Eupen,0,0
2010-2011,22,2010-12-29,20:30,1070809,30,Lierse SK,2024,KVC Westerlo,2,1
2010-2011,22,2010-12-29,20:30,1070810,3,Club Brugge,22,R Charleroi SC,5,0
2010-2011,22,2010-12-30,18:00,1070812,5381,SV Zulte Waregem,7,KAA Gent,2,2
2010-2011,22,2010-12-30,20:30,1070813,282,KSC Lokeren,322,KRC Genk,2,2
2010-2011,22,2011-02-26,20:00,1073457,16,Standard Luik,25,KV Mechelen,3,0
2010-2011,22,2011-02-27,18:00,1072007,373,Sint-Truidense VV,12,Cercle Brugge,0,3
2010-2011,23,2011-01-21,20:30,1072008,4276,KAS Eupen,3,Club Brugge,1,4
2010-2011,23,2011-01-22,20:00,1072009,12,Cercle Brugge,30,Lierse SK,3,0
2010-2011,23,2011-01-22,20:00,1072010,22,R Charleroi SC,25,KV Mechelen,0,0
2010-2011,23,2011-01-22,20:00,1072011,3530,Germinal,5381,SV Zulte Waregem,3,0
2010-2011,23,2011-01-22,20:00,1072012,322,KRC Genk,19,KV Kortrijk,3,2
2010-2011,23,2011-01-22,20:00,1072013,2024,KVC Westerlo,373,Sint-Truidense VV,3,0
2010-2011,23,2011-01-23,18:00,1072014,35,RSC Anderlecht,16,Standard Luik,2,0
2010-2011,23,2011-01-23,20:30,1072015,7,KAA Gent,282,KSC Lokeren,2,1
2010-2011,24,2011-01-28,20:30,1072016,5381,SV Zulte Waregem,322,KRC Genk,0,1
2010-2011,24,2011-01-29,20:00,1072017,282,KSC Lokeren,4276,KAS Eupen,0,2
2010-2011,24,2011-01-29,20:00,1072018,19,KV Kortrijk,12,Cercle Brugge,2,1
2010-2011,24,2011-01-29,20:00,1072019,3,Club Brugge,3530,Germinal,1,0
2010-2011,24,2011-01-29,20:00,1072020,16,Standard Luik,2024,KVC Westerlo,2,1
2010-2011,24,2011-01-29,20:00,1072021,30,Lierse SK,22,R Charleroi SC,1,0
2010-2011,24,2011-01-30,18:00,1072022,25,KV Mechelen,35,RSC Anderlecht,0,0
2010-2011,24,2011-01-30,20:30,1072023,373,Sint-Truidense VV,7,KAA Gent,1,1
2010-2011,25,2011-02-04,20:30,1073449,7,KAA Gent,30,Lierse SK,4,1
2010-2011,25,2011-02-05,20:00,1073453,22,R Charleroi SC,5381,SV Zulte Waregem,2,0
2010-2011,25,2011-02-05,20:00,1073450,35,RSC Anderlecht,373,Sint-Truidense VV,2,0
2010-2011,25,2011-02-05,20:00,1073451,12,Cercle Brugge,25,KV Mechelen,0,1
2010-2011,25,2011-02-05,20:00,1073452,2024,KVC Westerlo,19,KV Kortrijk,2,1
2010-2011,25,2011-02-06,18:00,1073454,322,KRC Genk,3,Club Brugge,1,0
2010-2011,25,2011-02-06,18:00,1073455,3530,Germinal,282,KSC Lokeren,1,1
2010-2011,25,2011-02-06,20:30,1073456,4276,KAS Eupen,16,Standard Luik,0,1
2010-2011,26,2011-02-12,18:00,1078994,25,KV Mechelen,2024,KVC Westerlo,3,1
2010-2011,26,2011-02-12,20:00,1078996,3,Club Brugge,5381,SV Zulte Waregem,2,0
2010-2011,26,2011-02-12,20:00,1078997,30,Lierse SK,3530,Germinal,2,2
2010-2011,26,2011-02-12,20:00,1078998,282,KSC Lokeren,22,R Charleroi SC,1,1
2010-2011,26,2011-02-12,20:00,1078999,373,Sint-Truidense VV,4276,KAS Eupen,1,1
2010-2011,26,2011-02-12,20:00,1078995,35,RSC Anderlecht,12,Cercle Brugge,1,0
2010-2011,26,2011-02-13,18:00,1079000,16,Standard Luik,322,KRC Genk,0,2
2010-2011,26,2011-02-13,20:30,1079001,19,KV Kortrijk,7,KAA Gent,0,1
2010-2011,27,2011-02-19,20:00,1079807,322,KRC Genk,25,KV Mechelen,1,0
2010-2011,27,2011-02-19,20:00,1079808,3530,Germinal,19,KV Kortrijk,3,1
2010-2011,27,2011-02-19,20:00,1079809,5381,SV Zulte Waregem,30,Lierse SK,1,1
2010-2011,27,2011-02-19,20:00,1079810,22,R Charleroi SC,373,Sint-Truidense VV,1,0
2010-2011,27,2011-02-19,20:00,1079811,4276,KAS Eupen,12,Cercle Brugge,0,0
2010-2011,27,2011-02-19,20:00,1079812,3,Club Brugge,282,KSC Lokeren,2,1
2010-2011,27,2011-02-20,18:00,1079813,7,KAA Gent,16,Standard Luik,4,1
2010-2011,27,2011-02-20,20:30,1079814,2024,KVC Westerlo,35,RSC Anderlecht,2,0
2010-2011,28,2011-03-04,20:30,1083109,35,RSC Anderlecht,322,KRC Genk,1,1
2010-2011,28,2011-03-05,20:00,1040801,25,KV Mechelen,7,KAA Gent,1,1
2010-2011,28,2011-03-05,20:00,1083110,19,KV Kortrijk,22,R Charleroi SC,3,0
2010-2011,28,2011-03-05,20:00,1083111,282,KSC Lokeren,5381,SV Zulte Waregem,2,1
2010-2011,28,2011-03-05,20:00,1083112,373,Sint-Truidense VV,3530,Germinal,1,0
2010-2011,28,2011-03-05,20:00,1083113,12,Cercle Brugge,2024,KVC Westerlo,0,1
